action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,19028,1780,0.005942
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,19236,2746,0.007142
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,20675,1756,0.006242
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,20182,144,0.004209
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,2771,866,0.001593
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5258,1450,0.002792
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,4802,875,0.00201
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,16215,1190,0.004671
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,740,405,0.000634
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,897,773,0.001107
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,610,427,0.000634
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,633,328,0.00052
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,3552,583,0.00141
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,13241,3219,0.006511
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,3567,406,0.001201
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,12793,423,0.003066
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,12626,331,0.002922
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,12505,660,0.003293
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,23783,724,0.005625
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,16082,1620,0.00516
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9572,1552,0.003777
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14080,611,0.003549
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,13990,673,0.003606
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15070,1740,0.005102
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15278,2525,0.006086
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,16861,2278,0.006106
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,15846,234,0.00345
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3387,996,0.001873
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,7197,1980,0.003815
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,6757,940,0.002479
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4933,436,0.00151
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15223,2048,0.005217
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,14464,1624,0.004842
artifacts:regenerate:summary,artifacts:regenerate:summary,report_vs/artifacts/regenerate/summary,openai,gpt-5.6-luna,6077,1980,0.003591
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4946,461,0.001542
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15332,2048,0.005239
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,14573,2404,0.005799
artifacts:regenerate:summary,artifacts:regenerate:summary,report_vs/artifacts/regenerate/summary,openai,gpt-5.6-luna,6077,2476,0.004187
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4977,400,0.001475
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15430,2048,0.005258
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,14666,2712,0.006188
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,10437,1178,0.003501
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,7853,2979,0.005145
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,7290,415,0.001956
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,7337,285,0.001809
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,12868,656,0.003361
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,7389,646,0.002253
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,9244,1593,0.00376
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,784,128,0.00031
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,798,146,0.000335
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,785,174,0.000366
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9537,2056,0.004375
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14052,377,0.003263
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14017,292,0.003154
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,14885,1948,0.005315
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15093,2607,0.006147
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,16763,1700,0.005393
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,15979,218,0.003457
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,2798,1784,0.0027
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5894,1836,0.003382
